,combination_id,avg_zip_score,avg_bliss_score,avg_loewe_score,avg_hsa_score
3328,antibiotic_pipobroman,-5.152828282828283,-1.7940404040404039,-7.121515151515151,-0.12838383838383838
3329,antibiotic_pralatrexa,1.288910891089109,0.05425742574257424,-9.257227722772278,-0.7199009900990099
3330,antibiotic_quinacrine,-4.141964285714286,-0.1034821428571429,-5.439553571428571,0.5583928571428571
3331,antibiotic_romidepsin,-0.18063829787234043,0.853758865248227,-5.22758865248227,1.6185106382978725
3332,antibiotic_ruxolitini,1.6948214285714285,3.1565178571428567,-4.154196428571429,1.9999107142857144
3333,antibiotic_sorafenib,-0.9311666666666667,-0.19500000000000003,-10.754,-1.5005
3334,antibiotic_thalidomid,-0.05624999999999997,1.6892708333333333,-14.1653125,0.8542708333333332
3335,antibiotic_thioguanin,-5.479818181818182,-4.074090909090909,-2.752181818181818,-1.6837272727272727
3336,antibiotic_thiotepa,-1.7401941747572816,0.34660194174757275,-6.934854368932038,-0.6307766990291263
3337,antibiotic_topotecan ,-2.8726785714285716,0.36687499999999995,-2.6675,2.8554464285714287
3338,antibiotic_tretinoin,0.5914953271028037,2.6914953271028037,-4.175140186915888,1.8367289719626168
3339,antibiotic_triethylen,-1.7289423076923076,1.3347115384615384,-6.865673076923077,-0.37538461538461537
3340,antibiotic_uracil mus,-5.767238095238095,-3.5776190476190473,-2.763714285714286,-1.3151428571428572
3341,antibiotic_vandetanib,-0.14391304347826084,2.6722608695652172,-0.01113043478260869,3.3117391304347827
3342,antibiotic_vincristin,-0.7164864864864865,1.2817117117117118,-4.879729729729729,0.711081081081081
3343,antibiotic_vismodegib,2.074326923076923,5.007884615384616,1.064326923076923,4.527788461538462
3344,antibiotic_zoledronic,-1.0508163265306123,0.2881632653061224,-4.185408163265306,-0.3377551020408163
3345,antibiotic_zolinza,-1.4143956043956045,0.6659340659340659,-3.260769230769231,0.9238461538461538
3346,antitumor _panobinost,2.12,0.9,5.45,9.44
3347,ap-761_ruxolitini,5.689,6.427,-24.197,1.169
3348,ap-768_ruxolitini,3.7645,-0.0025,-9.028,-5.5695
3349,apalutamid_ink-128,4.445,5.033,-26.007,-7.331
3350,apalutamid_nvp-bgt226,-0.112,-0.877,-12.695,-2.252
3351,apalutamid_oridonin,9.667,6.248,9.946,-0.394
3352,apalutamid_panobinost,-2.947,-2.405,3.025,5.02
3353,apalutamid_ruxolitini,7.445,6.436,-13.864,3.857
3354,apalutamid_salinomyci,9.725,9.725,-4.377,-1.076
3355,apalutamid_snx-5422,7.351,0.986,-20.961,-10.203
3356,apalutamid_spc-839,-0.652,3.392,-11.928,-6.159
3357,apalutamid_vincristin,-5.337,-8.092,-6.468,-4.19
3358,apatinib_panobinost,3.4610000000000003,3.9115,2.2935,2.3905000000000003
3359,apatinib_ruxolitini,2.9295,1.0215,-22.6005,1.1425
3360,apaziquone_panobinost,3.5015,2.2215,-1.6065,-1.4795
3361,apixaban_panobinost,-2.0715,-3.901,-1.7285,0.0325
3362,apixaban_ruxolitini,3.607,4.2,-25.071,2.5305
3363,apr-246_panobinost,8.771,7.4625,-4.5985,1.4505
3364,apr-246_ruxolitini,4.3615,3.853,-2.85,-0.1685
3365,aprepitant_auranofin,3.76,3.76,7.21,7.26
3366,aprepitant_cerivastat,-3.34,-3.34,-1.84,-1.75
3367,aprepitant_diazoxide,4.31,4.31,6.02,6.03
3368,aprepitant_digitoxin,-0.37,-0.37,0.68,0.77
3369,aprepitant_dihydroart,4.44,4.44,9.49,9.52
3370,aprepitant_dihydroerg,1.65,1.65,11.15,11.15
3371,aprepitant_disulfiram,3.72,3.72,8.36,8.41
3372,aprepitant_docetaxel,-7.72,-7.72,-6.64,-6.61
3373,aprepitant_doxapram,-6.05,-6.05,8.71,8.73
3374,aprepitant_dutasterid,-5.55,-5.55,3.81,3.81
3375,aprepitant_eflornithi,-8.6,-8.6,3.53,3.56
3376,aprepitant_epinephrin,4.71,4.71,7.77,7.79
3377,aprepitant_febuxostat,-3.51,-3.51,9.5,9.53
3378,aprepitant_hydroxyure,3.78,3.78,5.14,5.14
3379,aprepitant_ibrutinib,3.189,1.844,-27.218,1.942
3380,aprepitant_imatinib,0.02,0.02,3.19,3.22
3381,aprepitant_irinotecan,-9.49,-9.49,-8.44,-8.41
3382,aprepitant_leflunomid,0.08,0.08,3.79,3.79
3383,aprepitant_mefloquine,1.39,1.39,3.15,3.18
3384,aprepitant_methylergo,-8.52,-8.52,1.23,1.23
3385,aprepitant_minoxidil,-4.48,-4.48,5.73,5.73
3386,aprepitant_nateglinid,-11.98,-11.98,-1.72,-1.7
3387,aprepitant_orlistat,-7.24,-7.24,3.36,3.36
3388,aprepitant_panobinost,-4.422000000000001,-4.2,-6.244,2.0785
3389,aprepitant_phensuximi,-6.69,-6.69,4.27,4.29
3390,aprepitant_prednisolo,-0.11,-0.11,7.85,7.88
3391,aprepitant_primidone,-6.17,-6.17,3.5,3.52
3392,aprepitant_rosiglitaz,-12.33,-12.33,-2.82,-2.82
3393,aprepitant_ruxolitini,-6.729,0.001,-6.191,0.025
3394,aprepitant_sitaglipti,-3.94,-3.94,7.1,7.1
3395,aprepitant_sodium die,3.59,3.59,7.03,7.07
3396,aprepitant_tacrine,-3.39,-3.39,6.78,6.78
3397,aprepitant_topiramate,-2.82,-2.82,8.4,8.42
3398,aprepitant_vinblastin,-3.24,-3.24,-2.36,-2.27
3399,aprepitant_zafirlukas,-5.61,-5.61,6.12,6.12
3400,aprepitant_zolinza,-0.62,-0.62,0.59,0.63
3401,apresoline_panobinost,7.914,8.122,-3.266,3.364
3402,apresoline_ruxolitini,-4.382,-5.076,-16.735,2.25
3403,apy29_panobinost,-4.881,-6.4885,-6.305999999999999,-1.4325
3404,aqx-mn-100_panobinost,-3.145,-8.057,-15.389,-3.899
3405,ar-0034167_ibrutinib,-8.743,-11.44,-25.701,-4.421
3406,ar-0034167_panobinost,-6.886,-7.006,-6.421,-1.628
3407,ar-0034167_ruxolitini,-5.011,-3.916,-11.736,-3.916
3408,ar-a014418_panobinost,2.3,1.29,-7.4,3.56
3409,arecoline_ruxolitini,-4.8395,-6.099,-11.16,2.6710000000000003
3410,argatroban_atovaquone,-9.98,-9.98,3.9,3.91
3411,argatroban_auranofin,3.81,3.81,4.99,5.02
3412,argatroban_azacitidin,3.03,3.03,3.75,3.76
3413,argatroban_cefmenoxim,-1.9,-1.9,10.02,10.03
3414,argatroban_cerivastat,4.22,4.22,4.81,4.89
3415,argatroban_clofibric ,0.08,0.08,12.66,12.66
3416,argatroban_cytarabine,-3.08,-3.08,-2.51,-2.49
3417,argatroban_diazoxide,5.21,5.21,6.14,6.14
3418,argatroban_digitoxin,1.15,1.15,1.52,1.61
3419,argatroban_dihydroart,-2.65,-2.65,-0.6,-0.58
3420,argatroban_dihydroerg,-6.58,-6.58,8.32,8.34
3421,argatroban_disulfiram,6.07,6.07,7.72,7.75
3422,argatroban_docetaxel,4.25,4.25,4.91,4.92
3423,argatroban_enalaprila,-11.23,-11.23,3.7,3.7
3424,argatroban_endoxifen,1.84,1.84,12.2,12.21
3425,argatroban_entacapone,-9.55,-9.55,5.29,5.3
3426,argatroban_epinephrin,8.51,8.51,9.75,9.76
3427,argatroban_hydralazin,-10.66,-10.66,2.21,2.21
3428,argatroban_hydroxyure,2.44,2.44,3.22,3.22
3429,argatroban_imatinib,8.6,8.6,10.15,10.17
3430,argatroban_irinotecan,0.58,0.58,1.0,1.02
3431,argatroban_methotrexa,4.63,4.63,8.02,8.09
3432,argatroban_metronidaz,-3.91,-3.91,10.08,10.09
3433,argatroban_nateglinid,-3.13,-3.13,11.77,11.77
3434,argatroban_nisoldipin,-4.09,-4.09,10.38,10.38
3435,argatroban_panobinost,-5.3395,-6.8415,-13.127,-2.6175
3436,argatroban_ramelteon,-12.27,-12.27,2.67,2.67
3437,argatroban_ranolazine,-11.48,-11.48,3.04,3.04
3438,argatroban_ruxolitini,4.528499999999999,5.829000000000001,-26.6315,-0.6984999999999999
3439,argatroban_sodium die,8.7,8.7,10.37,10.39
3440,argatroban_sorafenib,-10.94,-10.94,0.4,0.41
3441,argatroban_tetrabenaz,-7.21,-7.21,7.59,7.6
3442,argatroban_tranexamic,-2.13,-2.13,11.37,11.39
3443,argatroban_triamteren,-11.64,-11.64,3.33,3.33
3444,argatroban_vecuronium,-5.68,-5.68,9.79,9.8
3445,argatroban_vinblastin,4.73,4.73,5.26,5.35
3446,arglabin_panobinost,-4.2595,-6.038,-18.6845,-0.108
3447,aripiprazo_aripiprazo,-3.37,-2.416,1.899,1.28
3448,aripiprazo_auranofin,-7.65,-7.65,-5.62,-5.6
3449,aripiprazo_azacitidin,-5.45,-5.45,-4.6,-4.59
3450,aripiprazo_carisoprod,-4.6,-4.6,9.44,9.47
3451,aripiprazo_cerivastat,3.71,3.71,4.75,4.82
3452,aripiprazo_cisapride,-8.58,-8.58,4.63,4.63
3453,aripiprazo_clofibric ,-11.24,-11.24,9.31,9.34
3454,aripiprazo_clomifene ,0.972,3.057,-3.814,5.282
3455,aripiprazo_colchicine,0.2370000000000001,0.3519999999999994,4.571,5.1585
3456,aripiprazo_cytarabine,3.45,3.45,4.07,4.08
3457,aripiprazo_dantrolene,-12.19,-12.19,8.67,8.67
3458,aripiprazo_dexmedetom,-0.94,-0.94,11.54,11.54
3459,aripiprazo_diazoxide,6.15,6.15,7.7,7.7
3460,aripiprazo_dideoxycyt,-12.07,-12.07,-3.46,-3.45
3461,aripiprazo_digitoxin,5.08,5.08,5.79,5.87
3462,aripiprazo_dihydroart,4.11,4.11,7.62,7.63
3463,aripiprazo_diphenidol,-7.21,-7.21,5.28,5.29
3464,aripiprazo_disulfiram,-5.28,-5.28,-2.44,-2.42
3465,aripiprazo_docetaxel,0.32,0.32,1.44,1.44
3466,aripiprazo_epinephrin,2.97,2.97,5.5,5.5
3467,aripiprazo_everolimus,-11.04,-11.04,-1.1,-1.06
3468,aripiprazo_felbamate,-8.3,-8.3,9.5,9.53
3469,aripiprazo_hydroxyure,-0.69,-0.69,0.61,0.61
3470,aripiprazo_imatinib,7.8,7.8,10.4,10.41
3471,aripiprazo_irinotecan,1.17,1.17,2.26,2.27
3472,aripiprazo_leflunomid,5.55,5.55,8.53,8.53
3473,aripiprazo_levonorges,-5.27,-5.27,8.49,8.49
3474,aripiprazo_maprotilin,-4.92,-4.92,9.23,9.24
3475,aripiprazo_meclofenam,-9.02,-9.02,8.04,8.04
3476,aripiprazo_mefloquine,2.23,2.23,3.47,3.47
3477,aripiprazo_metformin,-6.76,-6.76,4.35,4.37
3478,aripiprazo_methotrexa,-7.02,-7.02,-0.69,-0.63
3479,aripiprazo_minoxidil,-11.58,-11.58,1.19,1.2
3480,aripiprazo_mycophenol,1.85,1.85,3.26,3.26
3481,aripiprazo_naltrexone,-10.8,-10.8,1.67,1.67
3482,aripiprazo_omacetaxin,1.945,1.754,-0.458,1.906
3483,aripiprazo_panobinost,1.9275,0.368,-0.551,5.8395
3484,aripiprazo_paromomyci,-5.76,-5.76,6.97,7.0
3485,aripiprazo_piperaceta,4.9675,7.268166666666666,4.1626666666666665,4.983
3486,aripiprazo_pramipexol,-11.13,-11.13,0.7,0.7
3487,aripiprazo_prednisolo,-8.41,-8.41,-2.38,-2.37
3488,aripiprazo_probucol,-3.59,-3.59,7.28,7.3
3489,aripiprazo_pyridostig,-12.33,-12.33,0.67,0.68
3490,aripiprazo_rufinamide,-2.45,-2.45,8.69,8.72
3491,aripiprazo_ruxolitini,9.618,8.590499999999999,3.082,4.122
3492,aripiprazo_sodium die,-7.8,-7.8,-4.99,-4.98
3493,aripiprazo_stanozolol,-7.29,-7.29,3.35,3.38
3494,aripiprazo_sunitinib ,3.438,3.67,-12.409,2.004
3495,aripiprazo_testolacto,-5.72,-5.72,5.97,5.98
3496,aripiprazo_testostero,-8.37,-8.37,7.76,7.76
3497,aripiprazo_tinidazole,-9.49,-9.49,2.23,2.26
3498,aripiprazo_tranexamic,-6.69,-6.69,4.69,4.72
3499,aripiprazo_trimethopr,-2.84,-2.84,11.67,11.69
3500,aripiprazo_vinblastin,3.85,3.85,4.79,4.87
3501,aripiprazo_zolinza,-4.15,-4.15,-3.29,-3.28
3502,armodafini_atenolol,-2.86,-2.86,11.8,11.8
3503,armodafini_auranofin,2.1,2.1,3.16,3.21
3504,armodafini_azacitidin,3.55,3.55,4.19,4.23
3505,armodafini_bumetanide,-4.83,-4.83,9.75,9.76
3506,armodafini_busulfan,-2.52,-2.52,11.1,11.12
3507,armodafini_canrenone,-10.73,-10.73,3.9,3.91
3508,armodafini_cerivastat,-11.32,-11.32,-10.99,-10.9
3509,armodafini_cytarabine,2.85,2.85,3.14,3.19
3510,armodafini_d-cycloser,-6.29,-6.29,6.74,6.74
3511,armodafini_dantrolene,-12.24,-12.24,-1.42,-1.41
3512,armodafini_diazoxide,5.27,5.27,6.13,6.14
3513,armodafini_dideoxycyt,-12.21,-12.21,-1.82,-1.82
3514,armodafini_digitoxin,-2.97,-2.97,-2.63,-2.54
3515,armodafini_dihydroart,9.54,9.54,11.41,11.45
3516,armodafini_dihydroerg,-7.17,-7.17,6.6,6.62
3517,armodafini_disulfiram,7.32,7.32,8.83,8.88
3518,armodafini_docetaxel,1.13,1.13,1.72,1.75
3519,armodafini_endoxifen,-8.47,-8.47,0.4,0.43
3520,armodafini_entacapone,-11.11,-11.11,2.6,2.61
3521,armodafini_everolimus,-5.49,-5.49,-0.46,-0.4
3522,armodafini_fluvoxamin,-10.86,-10.86,3.36,3.37
3523,armodafini_ganciclovi,-4.8,-4.8,5.5,5.5
3524,armodafini_hydralazin,-3.61,-3.61,8.32,8.33
3525,armodafini_hydroxychl,-9.35,-9.35,3.68,3.68
3526,armodafini_hydroxyure,-0.71,-0.71,-0.2,-0.2
3527,armodafini_imatinib,9.68,9.68,11.1,11.14
3528,armodafini_irinotecan,2.21,2.21,2.58,2.62
3529,armodafini_maraviroc,-1.69,-1.69,12.05,12.06
3530,armodafini_mefloquine,3.65,3.65,4.29,4.32
3531,armodafini_metronidaz,-6.03,-6.03,8.0,8.0
3532,armodafini_mycophenol,1.28,1.28,1.84,1.85
3533,armodafini_oseltamivi,-10.59,-10.59,3.96,3.97
3534,armodafini_paromomyci,-9.91,-9.91,4.44,4.45
3535,armodafini_phensuximi,-10.91,-10.91,2.65,2.65
3536,armodafini_pinacidil,-7.47,-7.47,7.1,7.11
3537,armodafini_pramipexol,-3.9,-3.9,9.89,9.91
3538,armodafini_praziquant,-1.98,-1.98,11.68,11.69
3539,armodafini_prednisolo,-5.23,-5.23,-2.26,-2.22
3540,armodafini_pyrazinami,-1.84,-1.84,11.41,11.42
3541,armodafini_ranolazine,-9.28,-9.28,3.25,3.26
3542,armodafini_sulbactam,-7.44,-7.44,7.13,7.13
3543,armodafini_sulfameter,-7.98,-7.98,6.57,6.57
3544,armodafini_tetrabenaz,-11.16,-11.16,2.48,2.49
3545,armodafini_vecuronium,-10.38,-10.38,2.99,3.0
3546,armodafini_vinblastin,-2.93,-2.93,-2.65,-2.56
3547,armodafini_zalcitabin,-7.26,-7.26,5.37,5.37
3548,armodafini_zileuton,-2.21,-2.21,9.53,9.53
3549,armodafini_zolinza,-11.91,-11.91,-11.28,-11.23
3550,arn-509_bgt-226 fr,-0.11,-0.88,-12.7,-2.25
3551,arn-509_chembl1298,-0.65,3.39,-11.93,-6.16
3552,arn-509_ink 128 (m,4.45,5.03,-26.02,-7.33
3553,arn-509_isodonol,9.67,6.25,9.95,-0.39
3554,arn-509_ncgc000950,9.72,9.72,-4.25,-1.08
3555,arn-509_ncgc003465,6.75,6.16,-7.27,-2.45
3556,arn-509_panobinost,-2.85,-2.4,3.04,5.02
3557,arn-509_pf-0492911,7.3,0.98,-20.96,-10.2
3558,arn-509_ruxolitini,7.45,6.44,-13.86,3.86
3559,arn-509_vincristin,-4.64,-8.09,-6.47,-4.19
3560,arq 621_panobinost,-7.81,-9.16,-1.4,0.12
3561,arq-621_panobinost,-7.809,-9.16,-1.402,0.125
3562,arry-162_panobinost,1.723,2.939,5.552,10.125
3563,arry-380_panobinost,-2.533,-8.089,-6.568,-4.757
3564,arry-380_ruxolitini,1.844,0.18,-3.643,0.528
3565,arsenic tr_axitinib,-0.1456521739130435,-3.031739130434783,-10.986304347826087,-5.795869565217392
3566,arsenic tr_bendamusti,-1.243529411764706,-0.15882352941176467,-20.41794117647059,-0.6314705882352941
3567,arsenic tr_bleomycin,-3.0305084745762714,-0.6671186440677966,-1.6154237288135593,2.2001694915254237
3568,arsenic tr_busulfan,-0.33282051282051284,1.6846153846153846,-9.017435897435897,1.426153846153846
3569,arsenic tr_carmustine,-0.393030303030303,0.7987878787878788,-13.982424242424242,1.5266666666666668
3570,arsenic tr_celecoxib,1.9498245614035088,2.1098245614035087,-16.207543859649125,-0.42192982456140354
3571,arsenic tr_chembl1763,-2.2945614035087716,-0.5828070175438597,-3.1900000000000004,1.4728070175438597
3572,arsenic tr_chembl2778,-1.332,0.8741666666666668,-1.8366666666666667,1.5541666666666667
3573,arsenic tr_co-v,-1.5471666666666666,-0.019666666666666662,-6.612333333333334,0.44316666666666665
3574,arsenic tr_crizotinib,-0.030377358490566036,-0.4928301886792452,-9.19188679245283,-3.2439622641509436
3575,arsenic tr_cyclophosp,-1.4903333333333333,0.8716666666666666,-17.563333333333333,0.6763333333333333
3576,arsenic tr_dacarbazin,0.7370212765957447,1.58468085106383,-5.266382978723404,-0.9163829787234042
3577,arsenic tr_dasatinib,-1.9385000000000001,-0.6995,-2.636,-0.4518333333333333
3578,arsenic tr_docetaxel,-0.04406779661016952,0.3633898305084746,-1.4308474576271186,-1.0423728813559323
3579,arsenic tr_erlotinib ,-0.6596666666666666,1.1344999999999998,-9.191,0.679
3580,arsenic tr_exemestane,0.1366666666666673,-3.03,-8.943333333333333,-2.816666666666667
3581,arsenic tr_fulvestran,-0.48103448275862065,1.3513793103448275,-10.262241379310346,1.4893103448275862
3582,arsenic tr_hydroxyure,-1.3926470588235293,-0.28941176470588237,-14.5,-0.2726470588235294
3583,arsenic tr_imatinib,-0.21614035087719297,0.13456140350877194,-15.460877192982457,-0.739122807017544
3584,arsenic tr_imiquimod,0.579322033898305,0.8249152542372882,-1.6230508474576273,-1.0284745762711864
3585,arsenic tr_lenalidomi,-0.46981481481481485,3.127222222222222,-6.396851851851852,1.0642592592592592
3586,arsenic tr_letrozole,0.8231666666666667,0.6975,-5.623333333333333,-2.193166666666667
3587,arsenic tr_mechloreth,-1.6889830508474577,0.3142372881355932,-8.511016949152541,1.2381355932203388
3588,arsenic tr_megestrol ,2.597948717948718,3.6761538461538463,-4.867692307692308,-0.48641025641025637
3589,arsenic tr_methotrexa,-2.9514285714285715,-2.1862500000000002,-6.968035714285714,-1.0046428571428572
3590,arsenic tr_methoxsale,-0.7069642857142858,-0.06553571428571432,-16.545535714285712,0.03375
3591,arsenic tr_nsc 85998,-4.859565217391304,-5.379565217391304,-20.565217391304348,-3.9139130434782605
3592,arsenic tr_pazopanib ,0.29195121951219516,-0.7775609756097561,-8.890243902439025,-3.3478048780487804
3593,arsenic tr_pipobroman,-1.5192156862745099,1.1247058823529412,-8.685686274509804,1.948627450980392
3594,arsenic tr_pralatrexa,-0.6476666666666666,0.9601666666666666,-0.5576666666666665,0.48650000000000004
3595,arsenic tr_quinacrine,-2.8415254237288137,0.12949152542372883,-4.243050847457627,1.839322033898305
3596,arsenic tr_romidepsin,-1.2103773584905662,-0.7164150943396226,-5.166981132075472,-1.8539622641509435
3597,arsenic tr_ruxolitini,0.3517391304347826,-1.2934782608695652,-10.661739130434782,-4.516521739130434
3598,arsenic tr_sorafenib,-2.168,-1.2043333333333335,-14.788666666666668,-1.3033333333333335
3599,arsenic tr_thalidomid,-1.4425641025641025,-0.8520512820512821,-20.39948717948718,-1.5794871794871794
3600,arsenic tr_thioguanin,-0.12827586206896555,2.2567241379310343,-3.458448275862069,0.9668965517241379
3601,arsenic tr_thiotepa,-3.1180000000000003,-1.5503636363636364,-9.390545454545455,-0.36
3602,arsenic tr_topotecan ,-3.4733898305084745,-1.549322033898305,-4.348474576271187,0.1896610169491525
3603,arsenic tr_tretinoin,-0.9655357142857143,0.02803571428571433,-11.078214285714285,-0.1808928571428571
3604,arsenic tr_triethylen,-2.757758620689655,-0.5822413793103448,-3.067241379310345,2.2910344827586204
3605,arsenic tr_uracil mus,-2.4608333333333334,-3.760833333333333,-9.5975,-4.9750000000000005
3606,arsenic tr_vandetanib,-2.252745098039216,-2.73,-9.66,-5.045490196078431
3607,arsenic tr_vincristin,-1.4932758620689655,0.5106896551724137,-1.846551724137931,2.3168965517241378
3608,arsenic tr_vismodegib,0.06249999999999999,0.8019230769230768,-6.470384615384615,-2.1557692307692307
3609,arsenic tr_zoledronic,-0.26034482758620686,-0.21913793103448279,-9.45896551724138,-1.4767241379310345
3610,arsenic tr_zolinza,-1.032,1.0025,-3.5386666666666664,1.8485
3611,artemether_artemether,0.08483333333333325,-1.644166666666667,0.5461666666666666,0.9743333333333335
3612,artemether_artenimol,0.2336666666666667,0.24049999999999996,0.461,0.31783333333333336
3613,artemether_artesunate,4.436,3.6774,2.8438,4.4876
3614,artemether_atovaquone,-1.9280000000000002,-3.941333333333333,-2.985,-2.4499999999999997
3615,artemether_auranofin,2.48,2.48,5.98,6.0
3616,artemether_azacitidin,1.54,1.54,3.59,3.6
3617,artemether_azelnidipi,-1.8179999999999998,-1.8036666666666665,-6.860499999999999,0.7521666666666667
3618,artemether_azithromyc,-5.46175,-6.420999999999999,-8.04625,-1.4905
3619,artemether_baclofen,3.81,3.81,12.44,12.46
3620,artemether_bafilomyci,-0.8036666666666666,-1.256,-2.2399999999999998,-0.9706666666666667
3621,artemether_bepridil,5.990666666666667,7.712666666666667,-2.2513333333333336,3.903
3622,artemether_berberine,-1.2670000000000001,-1.593,-2.5113333333333334,-0.8406666666666666
3623,artemether_bix-01294,1.459375,1.129,-1.29375,2.186375
3624,artemether_btm-2c-dim,9.8145,6.7355,8.423,4.583
3625,artemether_calhex-231,3.2708,3.5271999999999997,-9.001900000000001,4.1687
3626,artemether_calindol,-0.1336666666666667,1.5963333333333332,-4.679333333333333,5.107
3627,artemether_calmidazol,0.4366666666666667,0.5619999999999999,-3.137,1.636
3628,artemether_carfilzomi,2.2748,1.2466,-4.2829,-0.2819000000000001
3629,artemether_carglumic ,1.01,1.01,9.87,9.91
3630,artemether_carvedilol,-1.9116666666666668,-0.8723333333333333,0.01833333333333335,3.193
3631,artemether_cevimeline,-3.85,-3.85,4.24,4.25
3632,artemether_chloroquin,-2.959,-4.4165,-1.4482499999999998,-2.489
3633,artemether_clindamyci,0.19066666666666668,-0.342,1.4796666666666667,2.621
3634,artemether_cyclohexim,2.5039166666666666,2.1173333333333333,0.21141666666666667,4.113916666666667
3635,artemether_cyclospori,4.458,2.038,-7.039,-2.538
3636,artemether_cytarabine,1.24,1.24,2.32,2.33
3637,artemether_decoquinat,-0.294,-0.47800000000000004,-0.06500000000000002,0.315
3638,artemether_dexmedetom,4.17,4.17,12.59,12.59
3639,artemether_diazoxide,4.39,4.39,7.03,7.03
3640,artemether_digitoxin,2.13,2.13,3.41,3.49
3641,artemether_dihydroart,5.37,5.37,12.08,12.09
3642,artemether_dihydroerg,-5.38,-5.38,3.27,3.27
3643,artemether_diphenidol,-2.42,-2.42,6.01,6.02
3644,artemether_disulfiram,1.678,2.7800000000000002,0.9584999999999999,3.8480000000000003
3645,artemether_docetaxel,6.719,6.549,4.949333333333333,6.923666666666667
3646,artemether_doxycyclin,0.6726666666666669,-1.2166666666666666,-1.7773333333333332,2.5296666666666665
3647,artemether_dronedaron,1.8153333333333332,2.082666666666667,2.002333333333333,1.571
3648,artemether_elesclomol,4.144166666666667,3.329,-4.826666666666667,3.4759999999999995
3649,artemether_entacapone,-5.64,-5.64,2.51,2.53
3650,artemether_epinephrin,5.65,5.65,9.94,9.94
3651,artemether_ethambutol,-8.87,-8.87,-0.95,-0.9
3652,artemether_etoximir,-1.434,-5.115,9.738,-5.283
3653,artemether_fasudil hy,-1.875,-0.9105000000000001,-7.6105,-0.44599999999999995
3654,artemether_fendiline,7.837666666666667,4.507,2.5636666666666668,4.426666666666667
3655,artemether_fluvoxamin,-8.67,-8.67,0.74,0.76
3656,artemether_genz-66917,0.08266666666666667,-1.7903333333333336,-0.66,-1.8685
3657,artemether_gramicidin,0.496,-0.5018333333333334,-1.0883333333333334,-0.17333333333333334
3658,artemether_gsk-212645,-0.29837500000000006,-0.33225000000000005,-4.048,-1.563125
3659,artemether_gsk-615,-1.7113333333333334,-3.1893333333333334,-7.487666666666667,-2.0016666666666665
3660,artemether_hydroxyure,-1.38,-1.38,0.83,0.83
3661,artemether_iloprost,1.53,1.53,9.86,9.86
3662,artemether_imatinib,5.11,5.11,8.91,8.92
3663,artemether_ink-128,-4.294666666666667,-7.947333333333333,-9.029666666666666,-5.849
3664,artemether_irinotecan,4.04,4.04,5.9,5.91
3665,artemether_kn-62,5.217444444444444,5.966861111111111,-4.263583333333334,4.046555555555556
3666,artemether_lacidipine,6.089799999999999,7.283799999999999,-6.2004,5.2218
3667,artemether_leflunomid,-4.01,-4.01,0.41,0.41
3668,artemether_leptomycin,-2.280333333333333,-5.211333333333333,-18.142,-6.181
3669,artemether_lidoflazin,3.2971999999999992,2.8204000000000002,-0.30920000000000003,2.339
3670,artemether_lomerizine,1.8568333333333333,2.5505,-2.4673333333333334,2.0256666666666665
3671,artemether_manidipine,5.6930000000000005,5.957250000000001,-6.0625,5.378916666666666
3672,artemether_manoalide,0.15616666666666668,-1.2635,-3.126,-0.14766666666666653
3673,artemether_maraviroc,-8.61,-8.61,0.11,0.14
3674,artemether_mecamylami,-1.07,-1.07,6.98,7.0
3675,artemether_mefloquine,3.5515000000000003,2.794,0.921,2.17575
3676,artemether_methotrexa,-2.15425,-2.62225,-0.5562500000000001,0.3137500000000001
3677,artemether_methylergo,-0.72,-0.72,7.48,7.48
3678,artemether_metronidaz,0.09,0.09,7.38,7.42
3679,artemether_midostauri,-0.012499999999999956,-1.1388333333333334,-4.385666666666666,-1.8539999999999999
3680,artemether_mithramyci,3.351,3.1435,-4.4110000000000005,-0.045500000000000096
3681,artemether_ml238,1.2702222222222224,0.9965,0.7311111111111109,3.5412777777777777
3682,artemether_mycophenol,-2.68,-2.68,-0.28,-0.28
3683,artemether_nifekalant,-1.125,-1.221,-21.930500000000002,-2.863
3684,artemether_niguldipin,4.730666666666667,5.366666666666667,0.7043333333333334,5.201333333333333
3685,artemether_nisoldipin,-1.774,-0.26666666666666666,-18.984,2.638666666666667
3686,artemether_nitd609,1.5252222222222223,1.4911111111111113,-3.2151111111111113,1.5571111111111111
3687,artemether_nvp-auy922,4.631916666666666,2.4250833333333333,0.4994166666666668,0.42216666666666675
3688,artemether_nvp-bgt226,-0.16783333333333328,-0.024666666666666764,-5.750166666666666,0.25299999999999995
3689,artemether_oseltamivi,0.79,0.79,10.06,10.06
3690,artemether_oxcarbazep,0.651,1.2489999999999999,-17.204,-0.261
3691,artemether_panobinost,4.5555,4.056642857142857,-2.428071428571428,2.858071428571429
3692,artemether_pd-173955,-1.5693333333333335,-2.359666666666667,-2.1093333333333333,-1.3823333333333334
3693,artemether_piperaquin,1.4030000000000002,2.089,-2.4315,0.7715
3694,artemether_praziquant,2.1665,2.358,2.4989999999999997,6.1555
3695,artemether_primidone,-8.2,-8.2,-0.08,-0.04
3696,artemether_probucol,1.84,1.84,9.75,9.78
3697,artemether_propafenon,1.56375,0.8567499999999999,-1.4105000000000003,3.243875
3698,artemether_pyronaridi,3.0220000000000002,3.5290555555555554,1.0985,2.358388888888889
