Drug1,Drug2,Cell line,ZIP,Bliss,Loewe,HSA,classification,combination_id,chemical_1,chemical_2,z_score_sum,min_max_score_sum,degree_centrality_1,degree_centrality_2,clustering_1,clustering_2,pagerank_1,pagerank_2,closeness_1,closeness_2,betweenness_1,betweenness_2
dasatinib,quinacrine hydrochloride,NCI-H322M,-6.25,-1.82,-5.07,-2.28,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,NCI-H460,2.26,3.02,1.46,2.72,synergy,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,NCI-H522,-9.95,-4.18,-3.31,-0.47,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,NCIH23,-8.17,0.17,-2.01,-0.27,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,NCI\\/ADR-RES,-1.03,1.44,-5.11,-4.42,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,OVCAR-4,-5.94,-2.83,-2.52,-2.4,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,OVCAR-5,-11.85,-3.06,-1.37,-0.72,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,OVCAR-8,-9.99,-0.08,-1.97,-1.11,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,OVCAR3,-5.33,0.25,0.13,1.75,synergy,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,PC-3,-5.31,-3.45,1.38,1.96,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,RPMI-8226,-4.03,4.68,6.56,6.77,synergy,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,RXF 393,-1.19,2.39,-3.91,4.98,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SF-268,-2.33,3.82,-0.2,-0.65,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SF-295,-5.4,0.1,-3.11,-1.63,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SF-539,-10.23,-2.55,-6.79,0.04,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SK-MEL-28,-3.29,-1.28,-0.21,-0.21,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SK-MEL-5,0.21,-2.21,-4.5,-5.05,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SK-OV-3,-7.15,-1.97,-4.91,0.15,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SN12C,-1.51,-0.51,1.87,5.28,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SNB-19,-3.11,-1.39,-0.62,2.05,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SNB-75,-6.97,-4.31,-13.62,0.93,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SR,2.19,1.69,-1.73,-1.65,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,SW-620,-5.43,-0.67,-0.86,0.15,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,T-47D,0.17,0.46,2.79,3.96,synergy,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,TK-10,-9.32,1.58,-7.32,4.14,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,U251,5.43,2.24,-3.95,-0.06,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,UACC-257,-1.16,0.52,-0.94,-0.16,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,UACC62,1.09,4.22,1.66,2.04,synergy,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,quinacrine hydrochloride,UO-31,-10.97,-1.94,-4.28,-2.27,antagonism,dasatinib_quinacrine,CIDs03062316,CIDs00000237,0.24536966863056,0.0094738761575068,0.3150684931506849,0.0806697108066971,0.40584389000011695,0.9651392632524708,0.002688513742801227,0.0007238520894187956,0.5911566083664397,0.5153434477340796,0.0025670987615871053,2.0196032153100814e-06
dasatinib,sorafenib,786-0,-6.12,0.46,-19.62,-1.76,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,A2058,8.72,10.51,7.5,9.72,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,A427,0.3733333333333333,0.1833333333333333,9.343333333333334,11.76,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,A498,-5.73,-3.68,-27.04,-5.13,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,CAOV3,6.7125,5.5975,7.6575,10.46,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,COLO 205,2.99,1.19,-0.57,-3.0,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,COLO320DM,2.52,2.0275,-5.88,0.3375,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,DLD1,7.1933333333333325,6.076666666666667,6.353333333333333,11.926666666666668,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,DU-145,-1.56,1.91,-7.25,-0.89,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,EFM192B,2.1975,4.72,4.6725,7.255,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,EKVX,1.82,1.72,-20.93,2.54,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,ES2,7.172499999999999,8.0675,4.6425,8.5525,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,HCC-2998,0.11,-1.76,-19.78,-6.48,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,HCT116,8.8325,11.0675,-4.0,7.3025,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,HOP-62,-2.79,3.46,-25.78,-3.74,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,HT144,12.033333333333331,6.3500000000000005,-3.9966666666666666,0.8366666666666666,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,HT29,1.9166666666666667,3.4566666666666666,2.616666666666667,8.916666666666666,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,K-562,5.16,1.64,-3.59,0.98,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,KM12,0.71,-0.06,-2.21,-2.35,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,KPL1,-0.495,0.05,-0.1425,3.13,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,LNCAP,-1.6275,-3.0525,1.535,4.54,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,LOVO,-0.5,-0.7150000000000001,2.1750000000000003,5.4675,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,LOX IMVI,-3.92,-1.57,-18.11,-2.41,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,M14,-1.39,1.48,-8.76,0.78,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,MALME-3M,1.39,2.96,0.74,0.55,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,MCF7,-3.25,-1.28,-7.58,-2.62,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,MDA-MB-231,-6.22,3.91,-24.43,0.47,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,MDA-MB-435,-1.33,-0.33,1.18,-0.45,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,MDA-MB-468,-1.74,0.63,-2.69,0.16,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,MDAMB436,2.165,2.415,-2.5975,0.3725000000000001,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,MOLT-4,0.7,2.63,-10.6,-4.23,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,MSTO,3.005,2.7875,6.6,8.1275,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,NCI-H460,3.0740000000000003,3.3,0.9159999999999996,5.226000000000001,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,NCI-H522,-8.17,-3.06,-10.64,0.13,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,NCIH1650,0.8775,0.2800000000000001,5.42,9.5275,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,NCIH2122,12.353333333333332,7.07,-12.54,-7.8,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,NCIH23,1.7075,3.125,1.0525000000000002,9.0025,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,NCIH520,1.5550000000000002,1.0225,10.755,12.0025,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,NCI\\/ADR-RES,-1.97,-2.16,-1.9,-1.9,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,OCUBM,3.115,4.3375,4.8575,8.225,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,OV90,3.76,3.53,8.209999999999999,11.7,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,OVCAR-5,-2.69,2.73,-14.67,-0.44,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,OVCAR-8,-2.25,1.94,-11.3,0.39,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,OVCAR3,4.255999999999999,2.816,0.4400000000000005,2.782,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,PA1,0.7025,0.1625,4.625,7.605,synergy,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
dasatinib,sorafenib,PC-3,-2.58,1.76,-9.73,2.12,antagonism,dasatinib_sorafenib,CIDs03062316,CIDs00216239,10.024482025327725,0.1302194382221889,0.3150684931506849,0.3485540334855403,0.40584389000011695,0.3676913227523339,0.002688513742801227,0.0029471058633099207,0.5911566083664397,0.6028545992360931,0.0025670987615871053,0.003004383285290124
